ts_code,ann_date,end_date,holder_name,hold_amount,hold_ratio,Unnamed: 0
000557.SZ,20190429,20181231,方志磊,3115000,0.21,0
000558.SZ,20190426,20181231,邢宏图,3488800,0.27,0
000559.SZ,20190328,20181231,香港中央结算有限公司(陆股通),10220567,0.37,0
000560.SZ,20190409,20181231,谢勇,130000000,5.52,0
000561.SZ,20190412,20181231,中国银行宝鸡支行劳动服务公司,1080000,0.18,0
000563.SZ,20190426,20181231,陕西省高速公路建设集团公司,857135697,21.62,0
000564.SZ,20190430,20181231,山东泰山新合作商贸连锁有限公司,203831117,3.39,0
000565.SZ,20190321,20181231,郑曾俊,913950,0.21,0
000566.SZ,20190426,20181231,深圳市南方同正投资有限公司,333855676,24.99,0
000567.SZ,20190429,20181231,李学军,776450,0.18,0
000568.SZ,20190426,20181231,中国银行股份有限公司-招商中证白酒指数分级证券投资基金,20132357,1.37,0
000570.SZ,20190411,20181231,黎穗南,1356000,0.24,0
000571.SZ,20190429,20181231,中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,4700782,0.58,0
000572.SZ,20190423,20181231,嘉实基金-农业银行-嘉实中证金融资产管理计划,16394800,1,0
000573.SZ,20190413,20181231,周明轩,4050000,0.62,0
000576.SZ,20190323,20181231,胡成中,6350000,1.43,0
000581.SZ,20190423,20181231,基本养老保险基金一二零七组合,5028007,0.5,0
000582.SZ,20190424,20181231,西藏自治区投资有限公司,15846501,0.97,0
000584.SZ,20190306,20181231,西藏自治区国有资产经营公司,5746000,0.94,0
000585.SZ,20190329,20181231,梁留生,2713900,0.31,0
000586.SZ,20190409,20181231,广州蕙富骐骥投资合伙企业(有限合伙),40000000,20.68,0
000587.SZ,20190430,20181231,盟科投资控股有限公司,182410654,8.59,0
000589.SZ,20190420,20181231,宋传苓,2352000,0.3,0
000590.SZ,20190420,20181231,嘉实基金-工商银行-北京融世投资管理有限公司,1970721,0.82,0
000591.SZ,20190329,20181231,谦德咏仁新能源投资(苏州)有限公司,46063480,1.53,0
000592.SZ,20190430,20181231,福建山田实业发展有限公司,545183706,28.22,0
000593.SZ,20190430,20181231,北京顶信瑞通科技发展有限公司,106280700,29.64,0
000595.SZ,20190430,20181231,赵立宝,1600000,0.21,0
000596.SZ,20190427,20181231,UBS (LUX) EQUITY FUND - GREATER CHINA (USD),4214618,0.84,0
000597.SZ,20190403,20181231,王继东,4404800,0.77,0
000598.SZ,20190308,20181231,李梅冬,8567600,0.29,0
000599.SZ,20190429,20181231,招商财富-招商银行-国信金控1号专项资产管理计划,46164797,5.52,0
000600.SZ,20190316,20181231,华夏基金-农业银行-华夏中证金融资产管理计划,3306900,0.18,0
000601.SZ,20190426,20181231,前海人寿保险股份有限公司-自有资金,52469500,4.86,0
000603.SZ,20190423,20181231,甘肃盛达集团股份有限公司,215939596,31.3,0
000605.SZ,20190430,20181231,李华青,22619999,6.41,0
000606.SZ,20190430,20181231,智尚田,22026431,2.88,0
000607.SZ,20190430,20181231,谭希宁,6910000,0.68,0
000608.SZ,20190316,20181231,宋梓琪,36649061,4.89,0
000609.SZ,20190410,20181231,郑宽,2900026,0.97,0
000610.SZ,20190320,20181231,刘伟,1120000,0.47,0
000611.SZ,20190430,20181231,李美萍,6701353,1.98,0
000612.SZ,20190426,20181231,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,10232143,0.86,0
000613.SZ,20190226,20181231,张峰秀,3901372,1.07,0
000615.SZ,20190328,20181231,北京丰汇颐和投资有限公司,69336740,8.85,0
000616.SZ,20190427,20181231,海航资本集团有限公司,285776423,19.98,0
000617.SZ,20190412,20181231,泰康资产丰华股票专项型养老金产品-中国工商银行股份有限公司,189639222,2.1,0
000619.SZ,20190321,20181231,UBS AG,2333136,0.65,0
000620.SZ,20190426,20181231,王静,12670957,0.67,0
000622.SZ,20190425,20181231,徐淑清,2370700,0.56,0
000623.SZ,20190403,20181231,陈树雄,4979000,0.43,0
000625.SZ,20190423,20181231,中汇富通(香港)投资有限公司,154120237,3.21,0
000626.SZ,20190321,20181231,许强,10191677,1.85,0
000627.SZ,20190429,20181231,王薇,555604700,11.25,0
000628.SZ,20190316,20181231,童胜朋,1110500,0.36,0
000629.SZ,20190326,20181231,攀钢集团有限公司,3048453113,35.49,0
000630.SZ,20190412,20181231,中国北方工业有限公司,36101083,0.34,0
000631.SZ,20190328,20181231,张沐城,8061086,0.33,0
000632.SZ,20190424,20181231,云南国际信托有限公司-云信-锐意2017-3号证券投资集合资金信托计划,3517715,0.76,0
000633.SZ,20190425,20181231,陈肇珍,1441971,0.37,0
000635.SZ,20190326,20181231,蔡学慧,1584700,0.52,0
000636.SZ,20190326,20181231,广东省广晟资产经营有限公司,179302351,20.03,0
000637.SZ,20190427,20181231,广东众和化塑有限公司,4489930,0.86,0
000638.SZ,20190430,20181231,刘玉,826900,0.27,0
000639.SZ,20190427,20181231,山东永华投资有限公司,162378720,21.06,0
000650.SZ,20190426,20181231,招商银行股份有限公司-兴全合润分级混合型证券投资基金,15471047,1.25,0
000651.SZ,20190429,20181231,河北京海担保投资有限公司,536022233,8.91,0
000652.SZ,20190320,20181231,长城国融投资管理有限公司,2950679,0.2,0
000655.SZ,20190323,20181231,牛鹏,1236882,0.21,0
000656.SZ,20190326,20181231,黄斯诗,123585610,2.31,0
000657.SZ,20190419,20181231,马寿祥,1918613,0.22,0
000659.SZ,20190425,20181231,李永强,9317567,0.72,0
000661.SZ,20190307,20181231,长春高新超达投资有限公司,38038477,22.36,0
000662.SZ,20190430,20181231,安徽京马投资有限公司,81940556,7.5,0
000663.SZ,20190430,20181231,福建省固鑫投资有限公司,6635447,1.95,0
000665.SZ,20190425,20181231,楚天襄阳有线电视股份有限公司,25482862,4.01,0
000666.SZ,20190326,20181231,许道意,2490000,0.35,0
000667.SZ,20190228,20181231,苗孝祥,52855128,2.06,0
000668.SZ,20190425,20181231,深圳天谷资产管理有限公司-天谷价值精选一号私募基金,1324700,0.9,0
000669.SZ,20190429,20181231,陈义和,13963048,2.05,0
000671.SZ,20190315,20181231,何媚,29507883,0.73,0
000672.SZ,20190411,20181231,华润深国投信托有限公司-华润信托·恒盈5号集合资金信托计划,1500000,0.18,0
000673.SZ,20190426,20181231,吕桧瑛,11111112,1.4,0
000676.SZ,20190426,20181231,深圳市隽川科技有限公司,20688352,2.14,0
000677.SZ,20190329,20181231,项光增,2322400,0.27,0
000678.SZ,20190427,20181231,陈光树,1762926,0.38,0
000679.SZ,20190430,20181231,陈秋萍,1464600,0.41,0
000680.SZ,20190420,20181231,刘景,1876800,0.15,0
000681.SZ,20190426,20181231,廖道训,89161290,12.73,0
000682.SZ,20190402,20181231,郑忠香,2302400,0.17,0
000683.SZ,20190423,20181231,上海塔_毅股权投资基金(上海)中心(有限合伙),17816322,0.45,0
000685.SZ,20190424,20181231,张克强,6759437,0.46,0
000686.SZ,20190411,20181231,华信信托股份有限公司,16803713,0.72,0
000687.SZ,20190426,20181231,吴光胜,9473248,1.24,0
000688.SZ,20190418,20181231,北京融亨基金管理有限公司-融亨合壹稳健三号证券私募投资基金,4094200,0.36,0
000690.SZ,20190422,20181231,宁远喜,116363325,5.35,0
000691.SZ,20190427,20181231,北京大市投资有限公司,32220200,9.97,0
000692.SZ,20190430,20181231,沈雪芳,1715372,0.32,0
000695.SZ,20190417,20181231,孟小宁,1669952,0.75,0
000697.SZ,20190413,20181231,卢伟刚,4837900,0.72,0
000698.SZ,20190321,20181231,领航投资澳洲有限公司-领航新兴市场股指基金(交易所),1716100,0.21,0
000700.SZ,20190427,20181231,沈枝俏,2673907,0.32,0
000701.SZ,20190425,20181231,王楠,2400200,0.59,0
000702.SZ,20190404,20181231,岳阳市屈原农垦有限责任公司,67017616,25.13,0
000703.SZ,20190418,20181231,浙银合一(杭州)资产管理有限公司,30761368,1.17,0
000705.SZ,20190323,20181231,季爱琴,2265000,0.68,0
000707.SZ,20190327,20181231,颜丽园,1496900,0.32,0
000708.SZ,20190227,20181231,中国工商银行股份有限公司企业年金计划-中国建设银行股份有限公司,2202198,0.49,0
000709.SZ,20190426,20181231,河北钢铁集团矿业有限公司,91970260,0.87,0
000710.SZ,20190424,20181231,侯颖,26155661,7.38,0
000711.SZ,20190425,20181231,张家港保税区京蓝智享资产管理合伙企业(有限合伙),10157194,1.16,0
000712.SZ,20190323,20181231,中国银行股份有限公司-招商中证全指证券公司指数分级证券投资基金,2445262,0.27,0
000713.SZ,20190418,20181231,侯爱涛,1447441,0.48,0
000715.SZ,20190322,20181231,杨祖贵,8502006,3.05,0
000716.SZ,20190424,20181231,李玉琦,10000000,1.34,0
000717.SZ,20190329,20181231,谢光权,11302800,0.47,0
000718.SZ,20190403,20181231,张康黎,453083596,14.93,0
000719.SZ,20190329,20181231,中国人民财产保险股份有限公司-传统-普通保险产品,8068969,0.79,0
000720.SZ,20190326,20181231,宗序梅,5896300,0.46,0
000721.SZ,20190320,20181231,云南国际信托有限公司-聚利48号单一资金信托,1310400,0.26,0
000722.SZ,20190309,20181231,肖凯,1170000,0.25,0
000723.SZ,20190318,20181231,杭州非言投资管理有限公司-非言一号私募证券投资基金,7375280,0.18,0
000725.SZ,20190326,20181231,中国证券金融股份有限公司,132480249,0.38,0
000726.SZ,20190329,20181231,景顺长城能源基建混合型证券投资基金,9939476,1.08,0
000727.SZ,20190330,20181231,高淑平,6677827,0.15,0
000728.SZ,20190326,20181231,安徽国海投资发展有限公司,62063520,1.84,0
000729.SZ,20190427,20181231,UBS AG,28541477,1.01,0
000731.SZ,20190416,20181231,长生人寿保险有限公司-自有资金2,4000002,0.68,0
000732.SZ,20190413,20181231,上海璞宏投资管理有限公司-璞宏2号私募证券投资基金,18995434,1.53,0
000733.SZ,20190418,20181231,泰康人寿保险有限责任公司-投连-多策略优选,3626288,0.7,0
000735.SZ,20190425,20181231,王顺静,3500000,0.3,0
000736.SZ,20190412,20181231,重庆渝富资产经营管理集团有限公司,47634364,10.69,0
000737.SZ,20190305,20181231,山西太钢投资有限公司,1732667,0.32,0
000738.SZ,20190326,20181231,中国建设银行股份有限公司-富国中证军工指数分级证券投资基金,12302241,1.07,0
000739.SZ,20190309,20181231,招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金,20277011,1.72,0
000750.SZ,20190323,20181231,广西荣桂物流集团有限公司,275683629,6.54,0
000751.SZ,20190423,20181231,宋玉荣,3125300,0.22,0
000752.SZ,20190430,20181231,陈金建,3402394,1.29,0
000753.SZ,20190420,20181231,福建漳龙集团有限公司,267982105,27.03,0
000755.SZ,20190419,20181231,刘洋,2200800,0.47,0
000756.SZ,20190325,20181231,中海信托股份有限公司-中海-浦江之星353号集合资金信托,2030000,0.33,0
000757.SZ,20190327,20181231,胡客满,2660000,0.59,0
000758.SZ,20190423,20181231,汇添富基金管理股份有限公司-社保基金一五零二组合,8335400,0.42,0
000759.SZ,20190328,20181231,中国航天三江集团有限公司,3832905,0.56,0
000761.SZ,20190419,20181231,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,4057810,0.1,0
000762.SZ,20190426,20181231,西藏自治区矿业发展总公司,103799275,19.93,0
000766.SZ,20190410,20181231,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,5075877,0.53,0
000767.SZ,20190426,20181231,大同煤矿集团有限责任公司,888415610,28.87,0
000768.SZ,20190319,20181231,中国建设银行股份有限公司-富国中证军工指数分级证券投资基金,33128437,1.2,0
000776.SZ,20190327,20181231,九泰基金-浦发银行-九泰基金-恒胜新动力分级1号资产管理计划,47065765,0.62,0
000777.SZ,20190326,20181231,迟新杰,1570014,0.41,0
000778.SZ,20190402,20181231,中国建设银行股份有限公司-银华鑫锐定增灵活配置混合型证券投资基金,26348343,0.66,0
000779.SZ,20190330,20181231,陈振群,1659800,0.89,0
000780.SZ,20190426,20181231,李加云,2148900,0.21,0
000782.SZ,20190326,20181231,孙中兴,1995900,0.38,0
000783.SZ,20190420,20181231,中国葛洲坝集团股份有限公司,135879152,2.46,0
000785.SZ,20190427,20181231,谷力,1019900,0.41,0
000786.SZ,20190320,20181231,贾同春,89451976,5.29,0
000788.SZ,20190416,20181231,建投中信资产管理有限责任公司,4929900,0.83,0
000789.SZ,20190329,20181231,交通银行-融通行业景气证券投资基金,2782199,0.45,0
000790.SZ,20190313,20181231,秦浩,2200000,0.39,0
000791.SZ,20190315,20181231,刘宇,1254000,0.13,0
000793.SZ,20190427,20181231,新疆锐盈股权投资合伙企业(有限合伙),30023475,1.5,0
000795.SZ,20190308,20181231,许晓华,3466080,0.31,0
000796.SZ,20190429,20181231,宁波凯撒世嘉资产管理合伙企业(有限合伙),7898375,0.98,0
000797.SZ,20190420,20181231,中国对外经济贸易信托有限公司-淡水泉精选1期,7067498,0.54,0
000798.SZ,20190325,20181231,杜晚春,4533836,1.42,0
000799.SZ,20190327,20181231,中国银行股份有限公司-招商中证白酒指数分级证券投资基金,6253891,1.92,0
000800.SZ,20190330,20181231,邱松,5438337,0.33,0
000801.SZ,20190430,20181231,绵阳市九华投资管理中心(有限合伙),6815620,0.67,0
000802.SZ,20190322,20181231,陕西省国际信托股份有限公司-陕国投·聚宝盆98号证券投资集合资金信托计划,13402942,1.87,0
000803.SZ,20190413,20181231,北清清洁能源投资有限公司,3760200,2.94,0
000806.SZ,20190427,20181231,银河天成集团有限公司,517612967,47.06,0
000807.SZ,20190326,20181231,中国农业银行股份有限公司-财通多策略福享混合型证券投资基金,7778901,0.3,0
000809.SZ,20190427,20181231,罗曾苗,4351700,0.53,0
000810.SZ,20190326,20181231,谢雄清,28528051,2.66,0
000811.SZ,20190328,20181231,张小环,1941200,0.3,0
000812.SZ,20190430,20181231,袁伍妹,15815921,2.06,0
000813.SZ,20190427,20181231,北京凯世富乐资产管理股份有限公司-凯世富乐稳健9号私募证券投资基金,68405836,3.05,0
000815.SZ,20190425,20181231,蒋仕波,8957502,1.29,0
000816.SZ,20190705,20181231,蔡群英,2703425,0.19,0
000818.SZ,20190416,20181231,新余子庆有余企业管理中心(有限合伙),8654901,1.25,0
000819.SZ,20190326,20181231,徐海康,721131,0.27,0
000820.SZ,20190430,20181231,陕西省国际信托股份有限公司-陕国投·聚宝盆30号证券投资集合资金信托计划,4130454,0.65,0
000821.SZ,20190426,20181231,京山轻机控股有限公司,8482900,1.58,0
000822.SZ,20190417,20181231,曹小星,2200000,0.25,0
000823.SZ,20190420,20181231,汕头超声电子(集团)公司,162741800,30.31,0
000825.SZ,20190426,20181231,山西国际电力集团有限公司,45136538,0.79,0
000826.SZ,20190423,20181231,南通金信灏海投资中心(有限合伙),22147437,1.55,0
000828.SZ,20190417,20181231,刘巧华,2700000,0.26,0
000829.SZ,20190413,20181231,陈夏雨,5887809,0.57,0
000830.SZ,20190409,20181231,太平人寿保险有限公司,4522412,0.31,0
000831.SZ,20190420,20181231,白敏莉,4623080,0.47,0
000833.SZ,20190326,20181231,梁淑莲,4073729,0.61,0
000835.SZ,20190430,20181231,长城影视文化企业集团有限公司,68619660,21,0
000836.SZ,20190416,20181231,安信证券股份有限公司约定购回专用账户,8111900,0.67,0
000837.SZ,20190412,20181231,陕西省人民政府国有资产监督管理委员会,110499048,15.94,0
000838.SZ,20190426,20181231,常红,1461253,0.13,0
000839.SZ,20190429,20181231,周伟雄,6723000,0.17,0
000848.SZ,20190316,20181231,全国社保基金一一四组合,8665134,0.89,0
000850.SZ,20190430,20181231,刘祥鸾,1800000,0.19,0
000851.SZ,20190423,20181231,曾东卫,12216740,1.35,0
000852.SZ,20190404,20181231,国泰基金-建设银行-银华财富资本管理(北京)有限公司,6889057,1.15,0
000856.SZ,20190322,20181231,皮敏蓉,1520900,0.67,0
000858.SZ,20190328,20181231,中国银行股份有限公司-招商中证白酒指数分级证券投资基金,17364215,0.45,0
000859.SZ,20190410,20181231,丁闵,1421900,0.19,0
000860.SZ,20190315,20181231,中国银行股份有限公司-招商中证白酒指数分级证券投资基金,10980614,1.92,0
000861.SZ,20190429,20181231,罗胜豪,7700000,0.34,0
000862.SZ,20190319,20181231,中国农业银行股份有限公司-财通多策略福享混合型证券投资基金,4911229,0.7,0
000863.SZ,20190430,20181231,芮永祥,30150000,2.2,0
000868.SZ,20190416,20181231,周汉忠,1004800,0.14,0
000869.SZ,20190420,20181231,GUOTAIJUNANSECURITIES(HONGKONG)LIMITED,5043507,0.74,0
000875.SZ,20190329,20181231,中国电能成套设备有限公司,24430700,1.14,0
000876.SZ,20190404,20181231,成都美好房屋开发有限公司,39427588,0.94,0
000877.SZ,20190321,20181231,轩春花,3529500,0.34,0
000878.SZ,20190403,20181231,徐文勇,2270000,0.16,0
000880.SZ,20190330,20181231,中央汇金资产管理有限责任公司,770500,0.28,0
